sentence1,sentence2,label
روسیې ویلي چمتو دي چې د بهرنیو کښتیو په واسطه د اوکراین د غلو صادراتو ته اجازه ورکړي .,د روسیې د بهرنیو چارو د وزارت ویاندې ماریا زاخارووا په مسکو کې په اونیزه خبري غونډه کې د اوکراین له بندرونو څخه د غلو د ایستو او صادراتو په اړه څرګندونې وکړې.,P
په اروپا کې د ۲۰۳۵ کال نه وروسته د پطرولي او ډیزلي نویو موټرو تولید منع کیږي,د جرمني د مالیې وزیرې کریسټین لینډر ویلي چې دوی به د اروپايي ټولنې هغه قانون ونه مني چې له ۲۰۳۵ کال راهیسې د نویو پطرول او ډیزلي موټرو پر پلور بندیز لګوي.,P
ګوتریش پر روسیې او لیتوانیا د اعتدال غږ وکړ,ګوتریش د روسیې او لیتوانیا نه د پارونکو څرګندونو او اقداماتو چې د دواړو هیوادونو ترمنځه د روان بحران د لا ژورتیا لامل ګرځي د ډډه کولو غوښتنه وکړه,P
د روسیې په روستوف سیمه کې یوې ډوله جنګي الوتکې سقوط کړی دی.,د روسیې یوې جنګي الوتکې سقوط کړی,P
روس ژورنالست خپله د نوبل جایزه د اوکرایني ماشومانو سره د مرستې په خاطر وپلورله,د ۲۰۲۱ کال د سولې د نوبل جایزې ګټوونکي روس ژورنالست دیمیتري مراتوف خپله جایزه د اوکرایني ماشومانو سره د مرستې په موخه په ۱۰۳.۵ میلیونه ډالره وپلورله.,P
د القاعدې اړوند یوې ترهګرې ډلې په مالي کې د ملکي وګړو قتل عام وکړ,د مالي په داخلي سیمو کې پر کلیو باندې د ترهګرو په بریدونو کې ۱۳۲ ملکي وګړو خپل ژوند له لاسه ورکړی دی.,P
افریقايي ټولنې غونډې ته د اوکراین د ولسمشر وینا,"د اوکرایین ولسمشر ولادیمیر زیلینسکي وویل چې د افریقا وچه د هغې جګړې ""یرغمل"" ده چې روسیې د فبرورۍ په ۲۴ مه د اوکراین په وړاندې پیل کړې.",P
اروپايي ټولنه : روسیه په قصدي توګه په نړۍ کې د خوراکي توکو د بحران د رامنځته کولو هڅه کوي,"د اروپايي ټولنې د بهرنیو اړیکو او امنیتي پالیسۍ لوړپوړي استازي جوزپ بوریل ویلي، روسیه په قصدي ډول د نړۍ لوږې ته سوقوي او هڅه کوي دا احساس خپور کړي چې د دې خبرې مسئول د اروپايي ټولنې بندیزونه دي.",P
روسیې لیتوانیا ته سخت خبرداری ورکړ,روسیې لیتوانیا ته د کالینینګراد سیمې ته د توکو لیږد باندې د محدودیتونو د لګولو د پریکړې له امله ډیر سخت خبرداری ورکړ,P
په هند کې د سیلابونو له امله د مړو شمیره ۷۱ تنو ته لوړه شوه,د هند په آسام ایالت کې د سختو سیلابونو له امله د وژل شویو کسانو شمېر ۷۱ تنو ته لوړ شو.,P
په ایتوپیا کې وسله والو د ملکي وګړو قتل عام وکړ.,"د ختیځې افریقا هیواد ایتوپیا کې د نامعلومو وسله والو په برید کې څه باندې ۲۰۰ ملکي وګړي چې ډیری د امارا د توکم پورې تړاو لري، وژلي دي.",P
په واشګټن کې په یو کنسرت وسله وال برید شوی,د امریکا په پلازمینه واشنګټن کې په یوه کنسرت کې د وسله وال برید په نتیجه کې یو کس مړ او د یو تن پولیس په ګډون ۳ تنه ټپیان شوي دي.,P
روسیې اعلان وکړ چې د غلو محصولات به یواځې په دوستو هیوادونو وپلوري.,روسیې په نړۍ کې د غلې د بحران پړه پر لویدیځ واچوله,P
په امریکا کې په یوې کلیسا وسله وال برید شوی,د امریکا د الاباما ایالت په یوې کلیسا د وسله وال برید په نتیجه کې ۲ تنه مړه او یو تن بل ټپي شوی دی.,P
امریکا روسیې ته خبرداری ورکړ چې د اوکراین د غلې دانې نه د وسلې په توګه کار وانخلي,"د امریکا متحده ایالتونو د کرنې وزیر ټام ویلسیک پر روسیې غږ کړی چې د اوکراین غله د ""وسلې"" په توګه ونه کاروي، بندرونه پرانیزي او جګړه پای ته ورسوي.",P
"سلیوان : باور لري چې په ناټو کې د سویډن او فنلنډ غړیتوب په اړه د تورکیې، اندېښنې به هوارې شي",جک سلیوان : د ناټو په سازمان کې سویډن او فنلنډ د غړیتوب د مسئلې په اړه پوښتنې ځواب کړې,P
"د جرمني ، فرانسې او ایټالیا مشرانو اوکراین ته سفر وکړ",د اوکراین پلازمېنه کیف نن د ۳ اروپايي هیوادونو مشرانو کوربه دی.,P
امریکا د اوکراین سره نوې امنیتي او بشري مرستې اعلان کړې,امریکا د اوکراین سره د یو عشاریه دوه میلیاردو ډالرو مرستې اعلان وکړ,P
د روسیې لخوا پر اوکراین په روانو بریدونو کې لږ تر لږه ۳۱۳ ماشومان وژل شوي دي.,د روسیې لخوا پر اوکراین په روانو بریدونو کې تر ټولو ډیر ماشومان اغیزمن شوي دي,P
د امریکا د اوهایو په ایالت کې ښوونکو ته په ښوونځي کې وسلو ګرځولو اجازه ورکړ شوه,د امریکا د اوهایو په ایالت کې هغه قانون تصویب شو چې ښوونکو ته په ښوونځیو کې د وسلې ګرځولو اجازه ورکوي .,P
روسیه : په افغانستان کې د طالبانو د په رسمیت پیژندو امکان شتون لري,"د افغانستان لپاره د روسیې د ولسمشر ولادیمیر پوتین ځانګړي استازي ضمیر کابلوف ویلي، کیدای شي چې روسیه په افغانستان کې د طالبانو د موقت حکومت په رسمیت وپیژني.",P
د بورکینا فاسو په ساحلي سیمه کې د وسله والو په برید کې ۵۰ ملکیان وژل شوي دي.,ناپیژانده وسله والو په بورکینافاسو کې قتل عام وکړ,P
زیلینسکي : د روسیې لخوا اشغال شوې د اوکراین د خاورې د ازادۍ لپاره به مبارزې ته دوام ورکړو,"د اوکراین ولسمشر ولادیمیر زیلینسکي وویل ، د روسیې له خوا د اشغال شوې د اوکراین ټولې خاورې د خلاصون لپاره به مبارزې ته دوام ورکړي.",P
روسیه له عراق وروسته هند ته د تیلو دوهم ستر عرضه کوونکی هیواد شو.,هندوستان تر ټولو ډیر نفت د روسیې نه پیري,P
په هسپانیا کې د ریل ګاډي د ټکر له امله په لسګونو تنه ټپیان شوي دي,د هسپانیا د تاراګونا ولایت په ویلا سیکا سیمه کې د مسافر وړونکي اورګاډي او لوکوموټیو د ټکر له امله ۲۲ تنه ټپیان شوي دي.,P
د امریکا متحده ایالتونو د کولوراډو په ایالت کې وسله وال برید ګشمیر کسانو ته مرګ ژوبله اړولې ده .,په امریکا کې په یو کور کې په جوړ شوي محفل برید شوی,P
د امریکا سمندري ځواکونو خپلې ټولې الوتنې ودرولې,د امریکا متحده ایالتونو سمندري ځواکونو پدې وروستیو کې د الوتکو د سقوط د پرله پسې پيښو نه وروسته د خپلو ټولو الوتنو د درولو نه خبر ورکړ.,P
د ارجنټاین ولسمشر د امریکا د ولسمشر بایدن په ګډون په غونډه کې پر امریکا سخته نیوکه وکړه,د ارجنټاین ولسمشر البرټو فرناندز د امریکا متحده ایالتونو لخوا پر کیوبا او وینزویلا پر لګول شوو بندیزونو سخته نیوکه وکړه.,P
په کاناډا کې د کاتولیک کلیسا ۸۷ تنه پرسونل په جنسي ځوړونو په رسمي توګه تورن شول,په کاناډا کې د کلیسا په لسګونو تنو پرسونل په ماشومانو او بې دفاع لویانو جنسي تیری کړی دی,P
په امریکا کې په یوې فابریکې وسله وال برید شوی,د امریکا متحده ایالتونو په میریلنډ ایالت کې پر یوې فابریکې په وسله وال برید کې درې تنو خپل ژوند له لاسه ورکړ.,P
اوکراین د لومړي ځل لپاره په روانه جګړه کې د خپلو پوځیانو ځاني تلفاتو شمیره اعلان کړه,"په داسې حال کې چې پر اوکراین د روسیې بریدونه دوام لري، د اوکراین له لوري د ورځني پوځي تلفاتو شمیره اعلان شوه.",P
د یونان له خوا نیول شوي ایراني تېل بېرته دې هیواد ته د سپارولو پریکړه وشوه.,یونان د ایران توقیف کړي تیل بیرته دې هیواد ته سپاري,P
کاناډا پر روسیې نوي بندیزونه وضع کړل.,کاناډا پر روسیې نور بندیزونه هم ولګول,P
"د اوکراین ولسمشر زیلینسکي د جګړې مرکز په ډاګه کړ او ویې ویل: ""د اوکراین برخلیک ددې سیمې پورې تړلی دی.",د اوکراین ولسمشر د هیواد په ختیځ کې د جګړې اصلي مرکز اعلان کړ,P
بایدن : په نړۍوال اقتصاد کې پړسوب یواځنی لامل د پوتین لخوا پر اوکراین برید دی,بایدن په لاس انجلس ښار کې جوړه شوې د مرکزي او سویلي امریکا هیوادونو د مشرانو غونډې ته وینا وکړه,P
د امریکا د سمندري ځواکونو اړوند یوې الوتکې سقوط وکړ,د امریکا د سمندري ځواکونو اړوند د اوسپري MV-22B ډوله ټیلټروټر الوتکې د غورځېدو په پایله کې ۴ تنو ژوند د لاسه ورکړی دی.,P
د اوکراین د ولسمشر اردوغان د فرانسې د ولسمشر پر خلاف سخت غبرګون,د اوکراین ولسمشر ولادیمیر زیلینسکي د جرمني له صدراعظم اولاف شولز سره په ټیلیفوني خبرو کې له جرمني څخه د لا زیاتو پوځي مرستو غوښتنه وکړه.,P
په برلین کې یو تن په پياده رو کې روان خلک د موټر لاندې کړل,د آلمان په پلازمینه برلین کې یو کس د خپل موټر سره په پیاده رو کې روان خلک ووهل.,P
امریکا یو ځل بیا شمالي کوریا ته خبرداری ورکړ,"د امريکا د بهرنيو چارو وزارت مرستيالې وينډي شرمن ويلي، که شمالي کوريا اټومي ازموينه وکړي، دوی به يې سخت ځواب ورکړي.",P
"اوکراین : د غلو دانو د صادرولو لپاره ""امنیتي تضمین"" غواړي.","په ملګرو ملتونو کې د اوکراین دایمي استازي سرګي کیسلیتس ویلي، دوی په تور سمندرګي کې د ماینونو د پاکولو او د غلو دانو د صادرولو لپاره ""امنیتي تضمین"" غواړي.",P
هند د اګني-۴ توغندی چې د اټومي ظرفیت او د ۴۰۰۰ کیلومترو واټن ویشتونکی دی په بریالیتوب سره و ازمایه.,هندوستان د اټومي ظرفیت خاوند توغندی په بریالیتوب وازمایه,P
د المان د بهرنیو چارو وزیره : ترکیه زمونږ لپاره نه بیلیدونکی شریک هیواد دی,د آلمان د بهرنیو چارو وزیرې انالینا بیرباک د ترکیې نه د «نه بیلیدونکي شریک» هیواد په توگه یادونه وکړه.,P
د دومینیکن جمهوریت د چاپیریال وزیر د خپل کار په دفتر کې ووژل شو,د دومینیکن جمهوریت د چاپېریال او طبیعي زیرمو وزیر اورلاندو جورج میرا د خپل کار په دفتر کې په ډزو ووژل شو.,P
په اوکراین کې د روسیې د تلفاتو شمیره اعلان شوه,"د اوکراین لوی درستیز خبر ورکړی، چې د روسیې پوځ یواځې تېره ورځ ۱۰۰ تنه پوځیان له لاسه ورکړي او د جګړې له پیل راهیسې ۳۱ زره ۲۵۰ تنه سرتېري وژل شوي دي.",P
د اوکراین ولسمشر ولادیمیر زیلینسکي له خارکوف وروسته د زاپوریزیا ښار نه لیدنه وکړه.,د اوکراین ولسمشر د خارکوف نه وروسته دا ځل د زاپوریزیا ښار نه لیدنه وکړه.,P
د هند د واکمن ګوند د ویاند او یو چارواکي لخوا پيغمبر ( ص ) سپکاوي ډیر سخت غبرګونونه پارولي,په هند کې د واکمن ګوند (بي جي پي) د چارواکو له خوا د اسلام ستر پيغمبر حضرت محمد (ص) ته سپکاوي په اسلامي نړۍ کې توند غبرګونونه راپارولي دي.,P
سربستان ته د روسیې د بهرنیو چارو وزیر سرګي لاوروف سفر لغوه شو.,درې هیوادونو د خپلو هوايي حریمونو نه د روسیې د بهرنیو چارو د وزیر د الوتکې تیریدو ته اجازه ورنکړه,P
د امریکا متحده ایالتونو د سمندري ځواکونو اړوند یوې الوتکې سقوط وکړ.,د امریکا د کالیفورنیا په ایالت کې الوتکې سقوط وکړ,P
په نایجریا کې پر کلیسا د برید سره قتل عام رامنځته شوی دی,د نایجیریا په اوندو ولایت کې پر یوې کلیسا د برید په پایله کې لږ تر لږه ۵۰ تنو ژوند له لاسه ورکړی دی.,P
په المان کې د ریل ګاډي د ټکر له امله په لسګونو تنو ته مرګ ژوبله اوښتې,د آلمان په باویریا ایالت کې د یوه مسافر وړونکي اورګاډي د چپه کیدو له امله لږ تر لږه ۳ تنه وژل شوي او ۶۰ نور ټپیان شوي دي.,P
امریکا دا ځل پوتین ته په نږدې کسانو بندیز ولګو,امریکا متحدو ایالتونو د روسیې ولسمشر ولادیمیر پوتین ته نژدې د روسیې پر مشرانو او مشهورو سوداګرو او د هغوی په کښتیو او جیټ الوتکو د نویو بندیزونو اعلان وکړ.,P
زیلینسکي : روسیې د اوکراین شل سلنه خاوره اشغال کړې ده,"د اوکراین ولسمشر ولادیمیر زیلینسکي ویلي، د هېواد ۲۰ سلنه خاوره د روسي اشغالګرو په ولکه کې ده.",P
د امریکا په نیویارک ایالت کې د وسلو پیر پلور په قانون کې ځیني نوي اصلاحات رامنځته شول,په نیویارک کې د نیمه اټوماټیک توپک د اخیستو عمر ۲۱ کلونو ته لوړ کړی شو,P
د فرانسې دیپلوماتانو د دغه هېواد په تاریخ کې د دویم ځل لپاره اعتصاب وکړ.,په فرانسه کې ډیپلوماټانو اعتصاب پیل کړی دی,P
"د اوکراین ولسمشر ولادیمیر زیلینسکي ویلي، روسیې تر ۲۰۰ زرو ډېر اوکرایني ماشومان تښتولي دي.",زیلینسکي : روسیې په اوکراین کې په ډیرو سختو جنګي جنایتو لاس پورې کړی,P
د امریکا ولسمشر جوبایډن اوکراین ته د ۷۰۰ میلیون ډالرو نوې پوځي مرسته تصویب کړه,"د امریکا ولسمشر جوبایډن اوکراین ته د ۷۰۰ میلیون ډالرو نوې پوځي مرسته تصویب کړه، چې د توغندیو پرمختللی سیسټمونه پکې شامل دي.",P
په پراګ کې د الزایمر ناروغانو د مراقبت په مرکز کې اورلګیدنه رامنځته شوې,د چک جمهوریت په پلازمېنه پراګ کې د الزایمر ناروغانو د درملنې او مراقبت په مرکز کې اورلګیدنه رامنځته شوې ده .,P
د امریکا د اوکلاهوما ایالت په تلسا ایالت کې پر یوه روغتون په برید کې څلور تنه وژل شوي دي. برید کوونکی مړ د پولیسو لخوا نیول شوی دی.,په امریکا کې په یو روغتون وسله وال برید شوی,P
امریکا شمالي کوریا په نوو بندیزونو وګواښه,امریکا متحده ایالتونو اعلان کړی د شمالي کوریا لخوا د نوې اټومي ازموینې په صورت کې به پر دې هیواد ډیر سخت اضافه تحریمونه وضع کړي.,P
روسیې اروپا د شیل انرژۍ او دنمارک د اورستید شرکت ته د ګازو صادرات ودرول,د روسیې د انرژۍ شرکت ګازپروم د اروپا د شیل انرژی او ډنمارک اورستید انرژۍ شرکت ته د طبیعي ګاز لیږد په بشپړ ډول بند کړی دی.,P
انګلستان : روانډا ته د غیرې قانوني کډوالو د لیږدولو لړۍ د جون په ۱۴ پيلوي,انګلستان د جون په ۱۴مه نیټه روانډا ته د کډوالو او غیرې قانوني کډوالو د لیږدولو لړۍ پیلوي.,P
امریکا متحده ایالتونو ویلي چې د روسیې او اوکراین د جګړې د پای ته رسولو لپاره د ترکیې د ډیپلوماتیکو هلو ځلو او د اوکراین د خوراکي توکو د صادرولو لپاره د یوې حل لارې د موندلو په اړه د هڅو نه ملاتړ کوو.,نیډ پرایس : د روسیې او اوکراین ترمنځه د راونې جګړې د ختمولو په اړه د ترکیې د هلو ځلو نه ملاتړ کوو,P
د فرانسې ولسمشر: ترکیې له اوکراین څخه د غلې دانې په صادرولو کې مهم رول لوبولی دی.,"د فرانسې ولسمشر ایمانویل ماکرون وویل، ترکیې له اوکراین څخه د غلې دانې په صادرولو کې مهم رول لوبولی دی.",P
اروپايي ټولنې پر روسیې د روانو بندیزونو په اړه یوه بله مهمه پریکړه وکړه,اروپايي ټولنې د روان کال تر پایه له روسیې څخه د تیلو واردات ۹۰ سلنه د کمولو پریکړه وکړه.,P
په برازیل کې د زورورو بارانونو له امله په لسګونو تنو ژوند د لاسه ورکړی,د برازیل په ختیځ پرنامبوکو ایالت کې د سختو بارانونو له امله په یوه ورځ کې له ۳۰ ډېر کسان مړه شوي دي.,P
د بورکینا فاسو په کمپینګا ولایت کې د ناپېژاندو وسله والو په برید کې ۵۰ ملکي وګړي وژل شوي دي.,په بورکینافاسو کې نامعلومو وسله والو قتل عام کړی,P
د اوکراین ولسمشر خپل ولس ته وینا وکړه,"د اوکراین ولسمشر ولادیمیر زیلینسکي ویلي، روسیې یو ځل بیا پر خارکیف بمبار کړی چې د برید په پایله کې ۹ تنه وژل شوي او ۱۹ نور ټپیان شوي دي.",P
امریکا متحده ایالتونو مصر ته د ۲ عشاریه ۶ میلیارد ډالرو CH-47F چینوک درنې ترانسپورتي هلیکوپټرو پلور تصویب کړ.,"امریکا په مصر ، استرالیا او هالنډ د وسلو پلور منظور کړ",P
امریکا متحده ایالتونو په روسیې له اوکراین سره جګړه پای ته ورسوئ او خوراکي توکو ته اجازه ورکړئ غږ وکړ.,امریکا پر روسیې هر څه ژر د اوکراین جګړې د پایته رسولو او خوراکي توکو ته د اجازه ورکولو غږ کړی,P
د کولمبیا حکومت اعلان وکړ چې د کولمبیا د انقلابي وسله والو ځواکونو (FARC) مشر جینټیل دوارت د وینزویلا په خاوره کې په یوه نښته کې وژل شوی دی.,د کولمبیا د انقلابي وسله والو ځواکونو یو مهم مشر جینیټل دوارت ووژل شو,P
د اوکراین په ماریوپول ښار کې د یوې ودانۍ به زیرزمیني کې ۲۰۰ جسدونه وموندل شول,په اوکراین د روسیې د روان یرغل ۳ میاشتې پوره شوې.,P
زیلینسکي : روسیې د د اوکراین اشغال د کریمیا څخه پيل کړی او د همدې سیمې څخه به هم ووځي,"د اوکراین ولسمشر ولادیمیر زیلینسکي ویلي، پر اوکراین د روسیې یرغل له کریمیا څخه پیل شوی خو د روسیې پوځ به بالاخره له دې سیمې ووځي.",P
د سویلي کوریا پوځ اعلان کړی چې شمالي کوریا درې بالستیک توغندي توغولي دي.,شمالي کوریا درې بالستیک توغندي ازمایلي دي,P
په امریکا کې په یو ابتدایه ښوونځي د وسله وال برید په نتیجه کې قتل عام رامنځته شوی,د امریکا په تکزاس ایالت کې پر یوه ابتدایه ښوونځي د وسله والو په برید کې د ۱۹ زده کوونکو په ګډون ۲۱ کسان وژل شوي دي.,P
فلسطینۍ محصلې د فراغت په مراسمو کې د امریکا بهرنیو چارو وزیر ته لاس ورنکړ,فلسطینۍ محصلې د امریکا د بهرنیو چارو وزیر سره د لاس ورکولو نه ډډه وکړه,P
د اروپايي اتحادیې د شورا مشر چارلس میشل ویلي دي چې د اذربایجان او ارمنستان د سرحدونو کمیسیون به ګډه غونډه وکړي.,د اروپايي ټولنې د شورا مشر د الهام عليوف او نیکول پاشینیان سره ولیدل,P
امریکا : د ناټو په سازمان کې د فنلنډ او سویډن د غړیتوب په اړه د ترکیې اندیښنې به حل شي,د امریکا متحده ایالتونو د ملي امنیت سلاکار جیک سلیوان ویلي چې په ناټو کې د سویډن او فنلنډ د غړیتوب په اړه د ترکیې او ولسمشر رجب طیب اردوغان له خوا څرګندې شوې امنیتي اندېښنې به حل شي.,P
اوکراین لوی څارنوالۍ د روسیې په بریدونو کې د وژل شوو اوکرایني ماشومانو شمیره اعلان کړه,په اوکراین د روسیې د روان یرغل او بریدونه د پيل راهیسې ۲۳۱ ماشومانو خپل ژوند له لاسه ورکړی او ۴۲۷ ماشومان ټپیان شوي دي.,P
فنلنډ او سویډن ته د امنیتي تضمین په اړه د ناټو د پوځي کمیټې د مشر څرګندونې,"د ناټو د پوځي کمېټې مشر امیرالبحر راب باویر وویل، هغه امنیتي ضمانتونه چې فنلنډ او سویډن ته ورکول کېږي، چې د ناټو د غړیتوب غوښتنه يي کړې ده، د ناټو تړون د پنځمې مادې په څېر به نوي.",P
له افغانستانه د امریکايي ځواکونو وتل له طالبانو سره د جګړې د ماتې یو مهم عامل و.,سیګار : د افغانستان نه د امریکايي ځواکونو وتل د تیر حکومت د ماتې اصلي لامل شو,P
سویډن او فنلینډ چې غواړي له ناټو سره یوځای شي نن سهار خپل غوښتنلیکونه ناټو سازمان تسلیم کړل.,فنلینډ او سویډن په رسمي ډول ناټو سازمان د غړیتوب لپاره مراجعه وکړه,P
د اوکراین او روسیې ترمنځه مذاکرات وځنډول شول,کراین او روسیې ترمنځه مذاکرات وځنډیدل.,P
امریکا هایپرسونک توغندی په بریالیتوب وازمایه,امریکا ویلي‌ د غږ له سرعت نه پنځه برابره د لوړ سرعت لرونکی هایپرسونیک توغندی په بریالیتوب وازمایه,P
امریکا سومالیا ته په سلګونو تنه پوځیان استوي,د امریکا متحده ایالتونو ولسمشر جو بایډن سومالیا ته د سلګونو سرتیرو د بیا لیږولو پریکړه لیک لاسلیک کړ.,P
اوکراین د روسي‌ ځواکونو تلفاتو شمیره اعلان کړه,اوکراین ویلي‌ دي چې ۲۷۷۰۰ تنه روس ځواکونه له منځه تللي‌ دي.,P
د امریکا متحده ایالتونو په سویلي‌ کالیفورونیا کې په یوې کلیسا وسله وال برید شوی دی.,په کالیفورونیا کې په کلیسا وسله وال برید شوی,P
د اتریش لومړی وزیر : د ترکیې سره اړیکې زمونږ لپاره خورا مهم ارزښت لري,"د اتریش لومړي وزیر کارل نیهامر ویلي، د ترکیې سره به خپلې اړیکې، چې له ډېرو اړخونو د دوی لپاره مهمې دي، ښې کچې ته ورسوي.",P
په نیویارک کې په یو سوپر مارکیټ خونړی برید شوی,د امریکا متحده ایالتونو د نیویارک اړوند د بوفالو په ښار کې په یوه سوپر مارکیټ کې د وسله وال برید په نتیجه کې ۱۰ تنه وژل شوي دي.,P
د اوکراین ولسمشر د ځینو نړۍوال مشرانو په اړه سخت غبرګون وښود,زیلینسکي د ایټالیا د Rai 1 ټلویزیوني چینل سره په مرکه کې مهمې څرګندونې وکړې,P
د روسیې لخوا پر اوکراین د یرغل نه وروسته د لومړي‌ ځل لپاره د روسیې او امریکا دفاع وزیرانو خبرې وکړې,د روسیې لخوا پر اوکراین د یرغل نه وروسته د لومړي‌ ځل لپاره د امریکا او روسیې د دفاع وزیرانو ټیلیفوني‌ خبرې وکړې.,P
د هندوستان په پلازمینه ډیلي کې د یو دفتر په ودانۍ اورلګیدنې په لسګونو تنو ته مرګ ژوبله اړولې,د هندوستان د ډیلي د موندکا په سیمه کې د یو دفتر په ودانۍ کې د اورلګېدنې له امله ۲۷ تنه ووژل شول.,P
د ملګروملتونو د امنیت شورا د افغانستان په اړه فوق العاده غونډه وکړه,د ملګروملتونو د امنیت شورا د افغانستان په اړه فوق العاده غونډه وکړه,P
بایدن : په امریکا کې د کرونا ویروس له امله یو میلیون تنو انسانانو ژوند د لاسه ورکړی,"د امریکا د متحدو ایالتونو ولسمشر جو بایډن وویل ، چې په هېواد کې د کرونا ویروس د نوي ډول (کوویډ-۱۹) له امله یو میلیون کسان مړه شوي دي.",P
شمالي کوریا نن یو ځل بیا درې توغندي وازمایل,"د جنوبي کوریا د دفاع وزارت چارواکي وايي، شمالي کوریا د پنجشنبې په ورځ خپل ختیځو اوبو ته درې بالسټیک توغندي توغولي دي.",P
اوکراین د روسي ځواکونو تلفاتو شمیره اعلان کړه,اوکراین : په تیرو ۲۴ ساعتونو کې د ۳۰۰ تنو ډير روس سرتیري وژل شوي دي,P
فنلنډ د ناټو سازمان د غړیتوب په خاطر مراجعه کوي.,د فنلنډ ولسمشر او لومړي وزیر په یوه ګډه اعلامیه کې ویلي دي چې هیواد يي باید هر څه ژر او پرته د وخت د ضایع کولو نه د ناټو سازمان د غړیتوب لپاره په رسمي توګه وړاندیز وکړي.,P
د بایدن حکومت کانګرس ته پر ترکیې د اف ۱۶ الوتکو او پرزو د پلورولو وړاندیز کړی,د امریکا د متحده ایالتونو حکومت کانګرس ته په ترکیې د F-16 جنګي الوتکو د پرزو او د دغو الوتکو د ځینو توغندیو او رادار سیسټمونو د پلورلو په اړه لومړني معلومات ورکړي دي او وړاندیز يي کړی دی.,P
د هندوستان په مهاراشترا ایالت کې په جوماتونو کې د اذان غږ د ټیټولو پریکړه وشوه.,په هندوستان کې د مهاراشترا په ایالت کې په جوماتونو کې د اذان د غږ د ټیټولو پریکړه وشوه,P
د امریکا د استازو مجلس د اوکراین سره د ۴۰ میلیاردو ډالرو مرستې کڅوړه تصویب کړه,د امریکا متحده ایالتونو ولسمشر جوبایډن کانګرس نه د اوکراین لپاره د ۳۳ میلیارده ډالرو نوې مرستې غوښتنه وکړه.,P
اوکراین د روسي ځواکونو تلفات اعلان کړل,اوکراین : په تیرو ۲۴ ساعتونو کې ۳۵۰ تنه روس سرتیري له منځه وړي دي,P
په افغانستان کې شاوخوا لس میلیونه ماشومان د لوږې له ګواښ سره مخ دي.,ماشومان وژغورۍ سازمان : د افغانستان سره موجودې نړۍوالې مرستې کافي ندي,P
په ملګروملتونو سازمان کې د امریکا دایمي استازې د ترکیې نه مننه وکړه,په ملګروملتونو کې د امریکا دایمې استازې : د سوري کډوالو او اوکراین په مسئله کې د ترکیې د سخاوت او قوي دریځ له امله مننه کوو,P
فنلنډ دفاعي کمیټه : د هیواد د امنیت د تضمین تر ټولو غوره لار د ناټو غړیتوب دی,د فنلنډ دفاعي کمیټې اعلان وکړ چې په راتلونکي کې د هیواد د امنیت د تامین د تضمینولو لپاره تر ټولو ښه حل لاره د ناټو د سازمان غړیتوب دی.,P
د قزاقستان ولسمشر قاسم جومرت توکایف په دوه ورځني رسمي سفر پلازمېنې انقرې ته راورسېد.,د قزاقستان ولسمشر د دوه ورځني سفر په ترڅ کې ترکیې ته راغلی,P
د امریکا د ولسمشر جوبایډن د اوکراین نه د ملاتړ په برخه کې یو مهم ګام اوچت کړ.,امریکا د اوکراین سره د لا زیاتو مرستو په خاطر قانون تصویب کړ,P
اوکراین د روسي ځواکونونو تلفاتو شمیره اعلان کړه,"د اوکراین لوی درستیز خبر ورکړ چې د روسیې پوځ شاوخوا ۲۶۰۰۰ سرتیري، ۱۹۹ الوتکې، ۱۵۸ چورلکې او ۱۱۷۰ ټانکونه له لاسه ورکړي دي.",P
په اکوادور کې په زندان کې د نښتو په ترڅ کې په لسګونو بندیان وژل شوي,په اکوادور کې په زندان کې د نښتو په ترڅ کې په لسګونو بندیان وژل شوي,P
د روسیې ولسمشر : په اوکراین کې چې څه لازم وو مونږ هغه وکړل,د روسیې ولسمشر ولادیمیر پوتین د مې ۹ د شوروي‌ اتحاد د بریا د ورځې په مناسبت وینا وکړه,P
په مدیترانه کې د ناقانونه کډوالو د کښتۍ د ډوبیدو له امله ستره فاجعه رامنځته شوه.,په مدیترانه کې د کډوالو د کښتۍ د ډوبیدو له امله په لسګونو تنو ژوند د لاسه ورکړی دی,P
پر اوکراین د روسیې بریدونه دوام لري.,روسیې پو اوکراین کې په یو ښوونځي‌ د برید سره د لسګونو تنو د وژل کیدو ادعاء شوې ده,P
په نایجریا کې په وسله والو بریدونو کې په لسګونو تنه وژل شوي‌ دي,په نایجریا کې د جنایتکارو ډلو لخوا پر کلیو بریدونه دوام لري.,P
د کیوبا د هاوان ښار په مشهور هوټل کې چاودنې په لسګونو تنو ته مرګ ژوبله اړولې,د کیوبا د هاوان ښار په مشهور هوټل کې چاودنې په لسګونو تنو ته مرګ ژوبله اړولې,P
د روسیې ولسمشر ولادیمیر پوتین د اسرائیل نه بښنه وغوښته,"د روسیې ولسمشر ولادیمیر پوتین د بهرنیو چارو د وزیر سرګي لاوروف د هغو څرګندونو په اړه چې ویلي یې دي ""هټلر د یهودي نسل څخه و"" د اسراییلو له صدراعظم نفتالي بینیټ څخه بخښنه وغوښته.",P
زیلینسکي : روسیې د اوکراین په سلګونو روغتیايي بڼسټونه ویجاړ کړي‌ دي,د اوکراین ولسمشر : روسیې په اوکراین کې تر ۴۰۰ ډیر روغتونونه تخریب کړي,P
